Source,Date,Tweet Text,Compound,Positive,Neutral,Negative,Tweets Ago
@CBS,Mon Jun 11 01:29:21 +0000 2018,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,0.0,0.0,1.0,0.0,35
@CBS,Mon Jun 11 01:26:03 +0000 2018,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,0.7351,0.296,0.625,0.079,36
@CBS,Mon Jun 11 01:25:59 +0000 2018,RT @KatLargent: MAGIC #TonyAwards,0.0,0.0,1.0,0.0,37
@CBS,Mon Jun 11 01:24:46 +0000 2018,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,0.0,0.0,1.0,0.0,38
@CBS,Mon Jun 11 01:24:12 +0000 2018,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,0.4019,0.162,0.838,0.0,39
@CBS,Mon Jun 11 01:19:59 +0000 2018,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,0.9151,0.457,0.543,0.0,40
@CBS,Mon Jun 11 01:12:31 +0000 2018,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,0.6369,0.375,0.625,0.0,41
@CBS,Mon Jun 11 01:08:28 +0000 2018,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,0.1511,0.102,0.898,0.0,42
@CBS,Mon Jun 11 01:08:24 +0000 2018,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,0.1531,0.148,0.852,0.0,43
@CBS,Mon Jun 11 01:02:47 +0000 2018,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,0.8834,0.563,0.437,0.0,44
@CBS,Mon Jun 11 00:58:06 +0000 2018,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,0.0,0.0,1.0,0.0,45
@CBS,Mon Jun 11 00:52:34 +0000 2018,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,0.2714,0.207,0.793,0.0,46
@CBS,Mon Jun 11 00:51:11 +0000 2018,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,0.0,0.0,1.0,0.0,47
@CBS,Mon Jun 11 00:50:18 +0000 2018,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,0.8478,0.506,0.494,0.0,48
@CBS,Mon Jun 11 00:45:14 +0000 2018,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,0.8858,0.565,0.435,0.0,49
@CBS,Mon Jun 11 00:44:36 +0000 2018,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,0.0,0.0,1.0,0.0,50
@CBS,Mon Jun 11 00:35:41 +0000 2018,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",0.25,0.08,0.92,0.0,51
@CBS,Mon Jun 11 00:34:45 +0000 2018,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,0.4588,0.167,0.833,0.0,52
@CBS,Mon Jun 11 00:31:28 +0000 2018,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",0.0,0.0,1.0,0.0,53
@CBS,Mon Jun 11 00:27:42 +0000 2018,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,0.3612,0.263,0.737,0.0,54
@CBS,Mon Jun 11 00:27:00 +0000 2018,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,0.8908,0.57,0.43,0.0,55
@CBS,Mon Jun 11 00:24:31 +0000 2018,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,0.0,0.0,1.0,0.0,56
@CBS,Mon Jun 11 00:22:15 +0000 2018,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,0.0,0.0,1.0,0.0,57
@CBS,Mon Jun 11 00:22:15 +0000 2018,RT @misschae: I love theatre so much. #TonyAwards,0.6369,0.412,0.588,0.0,58
@CBS,Mon Jun 11 00:18:16 +0000 2018,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,0.0,0.0,1.0,0.0,59
@CBS,Mon Jun 11 00:13:27 +0000 2018,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",0.6369,0.244,0.756,0.0,60
@CBS,Mon Jun 11 00:12:31 +0000 2018,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,0.8834,0.563,0.437,0.0,61
@CBS,Mon Jun 11 00:06:39 +0000 2018,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",0.6696,0.36,0.64,0.0,62
@CBS,Mon Jun 11 00:04:15 +0000 2018,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,0.0,0.0,1.0,0.0,63
@CBS,Sun Jun 10 23:59:00 +0000 2018,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,0.0,0.0,1.0,0.0,64
@CBS,Sun Jun 10 23:18:15 +0000 2018,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,0.0,0.0,1.0,0.0,65
@CBS,Sun Jun 10 22:01:25 +0000 2018,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",0.0,0.0,1.0,0.0,66
@CBS,Sun Jun 10 15:00:01 +0000 2018,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,0.4184,0.157,0.843,0.0,67
@CBS,Sat Jun 09 21:00:02 +0000 2018,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,0.5093,0.155,0.845,0.0,68
@CBS,Sat Jun 09 16:00:00 +0000 2018,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,0.0,1.0,0.0,69
@CBS,Fri Jun 08 19:46:17 +0000 2018,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.296,0.18,0.82,0.0,70
@CBS,Fri Jun 08 15:00:03 +0000 2018,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,0.0,1.0,0.0,71
@CBS,Fri Jun 08 13:58:15 +0000 2018,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.9078,0.436,0.564,0.0,72
@CBS,Thu Jun 07 17:03:26 +0000 2018,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",0.3612,0.128,0.872,0.0,73
@CBS,Wed Jun 06 21:00:24 +0000 2018,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,0.2732,0.176,0.719,0.105,74
@CBS,Wed Jun 06 00:08:30 +0000 2018,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",0.3595,0.128,0.872,0.0,75
@CBS,Tue Jun 05 22:23:35 +0000 2018,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",-0.4404,0.1,0.723,0.177,76
@CBS,Tue Jun 05 22:12:28 +0000 2018,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,0.4574,0.176,0.824,0.0,77
@CBS,Tue Jun 05 19:00:02 +0000 2018,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,0.5093,0.155,0.845,0.0,78
@CBS,Tue Jun 05 15:04:41 +0000 2018,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",0.0,0.0,1.0,0.0,79
@CBS,Mon Jun 04 17:00:00 +0000 2018,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",0.0,0.0,1.0,0.0,80
@CBS,Fri Jun 01 17:39:17 +0000 2018,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",-0.3903,0.062,0.807,0.131,81
@CBS,Fri Jun 01 17:00:03 +0000 2018,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,0.8442,0.336,0.664,0.0,82
@CBS,Thu May 31 23:50:00 +0000 2018,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",0.8932,0.455,0.545,0.0,83
@CBS,Wed May 30 15:07:34 +0000 2018,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",0.4926,0.151,0.849,0.0,84
@CBS,Mon May 28 21:00:01 +0000 2018,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",0.0,0.0,1.0,0.0,85
@CBS,Mon May 28 02:08:19 +0000 2018,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,0.0,0.0,1.0,0.0,86
@CBS,Wed May 23 23:07:38 +0000 2018,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,0.6239,0.211,0.789,0.0,87
@CBS,Wed May 23 19:02:43 +0000 2018,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",0.5859,0.174,0.826,0.0,88
@CBS,Tue May 22 23:19:40 +0000 2018,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,0.1139,0.083,0.917,0.0,89
@CBS,Tue May 22 20:02:22 +0000 2018,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",0.0,0.0,1.0,0.0,90
@CBS,Mon May 21 23:00:01 +0000 2018,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,0.0,0.0,1.0,0.0,91
@CBS,Sun May 20 20:00:00 +0000 2018,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,0.3382,0.131,0.808,0.061,92
@CBS,Sun May 20 17:00:01 +0000 2018,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,0.1867,0.08,0.92,0.0,93
@CBS,Sat May 19 08:00:01 +0000 2018,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,0.4199,0.285,0.715,0.0,94
@CBS,Fri May 18 21:00:01 +0000 2018,It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,0.0,0.0,1.0,0.0,95
@CBS,Fri May 18 14:00:03 +0000 2018,"The #RoyalWedding is finally here, and you're invited! Join @CBSThisMorning’s @GayleKing and @etnow’s @KevinFrazier… https://t.co/Q5xiRkXLUz",0.3595,0.151,0.849,0.0,96
@CBS,Thu May 17 23:44:27 +0000 2018,When the @LifeInPiecesCBS season finale is back-to-back episodes. 👏 Get ready for double the laughs at 9/8c! https://t.co/SYW5UzXobv,0.7177,0.285,0.715,0.0,97
@CBS,Thu May 17 21:19:59 +0000 2018,Rules were made to be broken.💥 Don't miss the heart-pounding season finale of @swatcbs TONIGHT at 10/9c! https://t.co/NXLbeIrvcp,0.1867,0.093,0.907,0.0,98
@CBS,Thu May 17 19:12:51 +0000 2018,"Is it fall yet? Check out the first looks at our new fall shows and stars from the CBS Upfront!

https://t.co/l7GQVRzRFw",0.0,0.0,1.0,0.0,99
@CNN,Tue Jun 19 05:46:00 +0000 2018,Tiffany &amp; Co. is revamping its image to attract a younger crowd. And there are signs that it's working.… https://t.co/XsG6uJ9qOi,0.3612,0.122,0.878,0.0,0
@CNN,Tue Jun 19 05:39:38 +0000 2018,"RT @CNNTonight: ""I was not comfortable morally with the direction the company was taking."" A former youth social worker at a government-con…",-0.4023,0.0,0.875,0.125,1
@CNN,Tue Jun 19 05:31:08 +0000 2018,"President Trump claims crime in Germany ""is way up."" 

But data from the German government shows that 2017 saw the… https://t.co/TWNVjmXu1y",-0.5423,0.0,0.851,0.149,2
@CNN,Tue Jun 19 05:16:00 +0000 2018,"""Flying through space, for me, is a bit surreal. Flying over this place that I came to when I was twelve."" -… https://t.co/8iVPSA9MGL",0.0,0.0,1.0,0.0,3
@CNN,Tue Jun 19 05:01:00 +0000 2018,"By 2025, two-thirds of the world's population may face water shortages, according to the World Wildlife Fund. This… https://t.co/KzdLbToEJA",-0.1531,0.0,0.918,0.082,4
@CNN,Tue Jun 19 04:46:00 +0000 2018,This is how airplane seats for the world's longest flight are made https://t.co/QO83CcPll0 https://t.co/EQUzLFsfM2,0.0,0.0,1.0,0.0,5
@CNN,Tue Jun 19 04:31:02 +0000 2018,"""We're doing the right thing. We're taking care of these children."" AG Jeff Sessions defends the Trump administrati… https://t.co/phpqOh5BvE",0.4939,0.151,0.849,0.0,6
@CNN,Tue Jun 19 04:16:04 +0000 2018,"There was no call between US and North Korean officials over the weekend, two administration officials tell CNN, de… https://t.co/rzTiYv26rt",-0.296,0.0,0.896,0.104,7
@CNN,Tue Jun 19 04:01:10 +0000 2018,"""Black Panther"" star Chadwick Boseman was accepting an MTV award for playing a superhero when he invited James Shaw… https://t.co/LFSkt1t2Jh",0.7845,0.331,0.669,0.0,8
@CNN,Tue Jun 19 03:46:03 +0000 2018,Facing mounting outcry and contradictory statements about the Trump administration's practice of separating childre… https://t.co/l32wjj4cM4,-0.6908,0.0,0.695,0.305,9
@CNN,Tue Jun 19 03:38:03 +0000 2018,Shares in Chinese tech firm ZTE plummeted more than 20% after US lawmakers sought to uphold a ban that prevents the… https://t.co/sD86aILC62,-0.2732,0.139,0.717,0.143,10
@CNN,Tue Jun 19 03:37:18 +0000 2018,"RT @CNNTonight: ""It's the people who are the victims that are coming over not the people who are perpetrating the crimes"" - Rep. Frank Pall…",-0.3182,0.0,0.909,0.091,11
@CNN,Tue Jun 19 03:36:06 +0000 2018,See all the winners at the MTV Movie &amp; TV Awards https://t.co/zPcgSC4vd3 #MTVAwards https://t.co/kQslkVPlps,0.7269,0.337,0.663,0.0,12
@CNN,Tue Jun 19 03:32:58 +0000 2018,RT @CNNTonight: CNN's @DonLemon says there's no denying Trump's immigration practice separates undocumented parents and their children. htt…,-0.5574,0.0,0.777,0.223,13
@CNN,Tue Jun 19 03:32:37 +0000 2018,Two-thirds of Americans disapprove of the Trump administration's policy that results in family separation at the bo… https://t.co/ftAnXGSWf7,0.0,0.0,1.0,0.0,14
@CNN,Tue Jun 19 03:31:54 +0000 2018,RT @CNNTonight: Human rights attorney who provided ProPublica with audio of children who were separated from their parents at the US border…,0.0,0.0,1.0,0.0,15
@CNN,Tue Jun 19 03:31:05 +0000 2018,Frida Escobedo's 2018 Serpentine Pavilion blurs British and Mexican influences https://t.co/EGnuN1RZuV via @CNNStyle https://t.co/bM9VvLKmT1,0.0,0.0,1.0,0.0,16
@CNN,Tue Jun 19 03:30:26 +0000 2018,"RT @CNNTonight: ""The voices that have been missing in this debate about this policy are the voices of the children"" - ProPublica senior rep…",-0.296,0.0,0.909,0.091,17
@CNN,Tue Jun 19 03:16:03 +0000 2018,Republicans are growing anxious over President Donald Trump's policy to break up families at the border -- and now… https://t.co/7mqSngfBKo,-0.0772,0.078,0.829,0.092,18
@CNN,Tue Jun 19 03:04:43 +0000 2018,"Tiffany Haddish's best lines at the MTV Movie &amp; TV Awards https://t.co/cnSEi5ibXI

Follow live updates:… https://t.co/zpBBTzRO3E",0.802,0.34,0.66,0.0,19
@CNN,Tue Jun 19 03:01:07 +0000 2018,"The White House says family separations at the border are a ""binary choice."" Here's what the stats say.… https://t.co/O1mHUotvUu",0.0,0.0,1.0,0.0,20
@CNN,Tue Jun 19 02:47:04 +0000 2018,The UN High Commissioner for Human Rights slammed the separation of children from their parents at the US-Mexico bo… https://t.co/x09hJan57J,0.0,0.0,1.0,0.0,21
@CNN,Tue Jun 19 02:38:19 +0000 2018,"RT @CNNTonight: ""This to me as a pediatrician seems like government-sanctioned child endangerment."" - Dr. Alan Shapiro on the Trump adminis…",0.3612,0.122,0.878,0.0,22
@CNN,Tue Jun 19 02:38:00 +0000 2018,"North Korean leader Kim Jong Un is visiting China on Tuesday and Wednesday, Chinese state media have announced.

It… https://t.co/kL3rISohm0",0.0,0.0,1.0,0.0,23
@CNN,Tue Jun 19 02:32:03 +0000 2018,"Devastating floods ravaged Michigan's Upper Peninsula this weekend, leading the state's governor to declare a state… https://t.co/Fn1Ls4QYwD",-0.6486,0.0,0.777,0.223,24
@CNN,Tue Jun 19 02:16:46 +0000 2018,Actor Mary McCormack's husband was driving this Tesla Model S in Los Angeles when it spontaneously caught fire with… https://t.co/cEPhDpsNtf,-0.34,0.0,0.882,0.118,25
@CNN,Tue Jun 19 02:14:47 +0000 2018,"RT @CuomoPrimeTime: ""I don't think they're gonna take the words that you just said and put them on the bottom of the Statue of Liberty anyt…",0.5267,0.12,0.88,0.0,26
@CNN,Tue Jun 19 02:14:30 +0000 2018,"“She should leave”: Democratic Sen. @KamalaHarris calls on DHS Secretary Kirstjen Nielsen to resign, saying she is… https://t.co/ZYGNN5sQoE",-0.34,0.0,0.876,0.124,27
@CNN,Tue Jun 19 02:11:05 +0000 2018,"RT @AC360: CNN’s @Bakari_Sellers: “This is not who America is… but this is exactly who Donald Trump is… he talks about people being aliens,…",0.0,0.0,1.0,0.0,28
@CNN,Tue Jun 19 02:11:00 +0000 2018,"In the constellation of Sagittarius, three infant planets have been found orbiting a young star 330 light-years fro… https://t.co/MAuX78rHGb",0.0,0.0,1.0,0.0,29
@CNN,Tue Jun 19 02:10:48 +0000 2018,"""I have no legal exposure here. In fact this is an interaction that amounted to nothing."" Former Trump campaign off… https://t.co/pyScCGQp0i",-0.1779,0.066,0.837,0.097,30
@CNN,Tue Jun 19 02:06:00 +0000 2018,"Former Director of National Intelligence James Clapper said it's getting ""harder and harder to believe"" that Trump… https://t.co/H5l5NHGfSk",0.4767,0.154,0.846,0.0,31
@CNN,Tue Jun 19 02:01:07 +0000 2018,"""Donald Trump is presiding over a sunset to democracy that is spreading across the world, eradicating much of the s… https://t.co/4n09P1SFZd",0.0,0.0,1.0,0.0,32
@CNN,Tue Jun 19 01:57:22 +0000 2018,"""Why so many meetings with the Russians? The Russians are our adversaries."" Former DNI James Clapper reacts to form… https://t.co/YuOKWNWVZw",0.0,0.0,1.0,0.0,33
@CNN,Tue Jun 19 01:51:48 +0000 2018,"RT @CuomoPrimeTime: “It’s a phone call away from getting changed and stopping those kids from crying. Let’s see what happens.”

@ChrisCuomo…",-0.5719,0.0,0.793,0.207,34
@CNN,Tue Jun 19 01:51:12 +0000 2018,Could Dunedin be New Zealand's most underrated city? https://t.co/4mF184oky3 via @CNNTravel https://t.co/PHQkWiJnZE,0.0,0.0,1.0,0.0,35
@CNN,Tue Jun 19 01:46:21 +0000 2018,"After three years of restoration at Yosemite National Park, some of the world's biggest trees are ready to view aga… https://t.co/etsIXIROkf",0.3612,0.111,0.889,0.0,36
@CNN,Tue Jun 19 01:23:15 +0000 2018,"""You can't just erase a kid and expect to prevent future suicides. Nothing changes unless it is talked about. The s… https://t.co/WIDHIJYE1j",0.0258,0.052,0.948,0.0,37
@CNN,Tue Jun 19 01:03:06 +0000 2018,"Robert Patterson, the acting administrator of the Drug Enforcement Administration, will retire at the end of the mo… https://t.co/NyvpmmxILn",0.0,0.0,1.0,0.0,38
@CNN,Tue Jun 19 00:57:56 +0000 2018,"Children who were separated from their parents at the US border can be heard crying out for ""Mami"" and ""Papa"" in di… https://t.co/YIou9xGGUs",-0.4767,0.0,0.876,0.124,39
@CNN,Tue Jun 19 00:53:54 +0000 2018,"One father is desperately trying to stay connected to his wife and children, who were split up across the US after… https://t.co/mvRXowJMQj",-0.3818,0.0,0.89,0.11,40
@CNN,Tue Jun 19 00:51:04 +0000 2018,"If Democrats are the party of the people, let's act like it | By Randi Weingarten and Lee Saunders via @CNNOpinion… https://t.co/K0X78LYv7N",0.6369,0.215,0.785,0.0,41
@CNN,Tue Jun 19 00:41:41 +0000 2018,The White House said if China goes through with its promise to retaliate against the US tariffs announced last week… https://t.co/dziSew7HTh,0.3182,0.103,0.897,0.0,42
@CNN,Tue Jun 19 00:41:04 +0000 2018,"President Donald Trump has continued to defend his budding relationship with North Korean leader Kim Jong Un, deman… https://t.co/Q2hnzrDEEg",0.0,0.0,1.0,0.0,43
@CNN,Tue Jun 19 00:36:15 +0000 2018,The Internet takes aim at Trump's Space Force https://t.co/4hgw46EhIl https://t.co/ByJT186I0x,0.0,0.0,1.0,0.0,44
@CNN,Tue Jun 19 00:31:07 +0000 2018,The Supreme Court rejected Democrats' challenge to districts they say were rigged on a partisan basis by Wisconsin… https://t.co/k5jMI5ygZ1,-0.2263,0.198,0.567,0.235,45
@CNN,Tue Jun 19 00:29:36 +0000 2018,"RT @AC360: Anderson Cooper: When it comes to the administration’s policy of separating children from their parents, the response from Presi…",0.0,0.0,1.0,0.0,46
@CNN,Tue Jun 19 00:25:09 +0000 2018,Oregon Democratic Sen. Jeff Merkley tells @ErinBurnett that he thinks Department of Homeland Security Secretary Kir… https://t.co/FKTLLgOIbw,0.34,0.13,0.87,0.0,47
@CNN,Tue Jun 19 00:21:04 +0000 2018,Qatar is pushing back against requests for documents that a Trump ally says would show the Gulf nation hacked his p… https://t.co/lCp9PWPwkO,-0.4019,0.0,0.881,0.119,48
@CNN,Tue Jun 19 00:18:30 +0000 2018,"""It's a big coordinated strategy to result in tearing children away from their parents to send a political message… https://t.co/4BdIdWLgEF",0.0,0.0,1.0,0.0,49
@CNN,Tue Jun 19 00:11:04 +0000 2018,"Ahead of midterm elections, Republicans are scrambling to distance themselves from the Trump administration's ""zero… https://t.co/o8ikmv1qaN",0.0,0.0,1.0,0.0,50
@CNN,Tue Jun 19 00:10:10 +0000 2018,"RT @CNNSitRoom: ""Why so many meetings with the Russians? The Russians are our adversaries"" - Former DNI James Clapper reacts to former Trum…",-0.25,0.0,0.913,0.087,51
@CNN,Tue Jun 19 00:01:08 +0000 2018,"Microsoft is calling on the Trump administration to change a ""zero tolerance"" immigration policy that is separating… https://t.co/YghF7mIQFr",0.296,0.121,0.879,0.0,52
@CNN,Mon Jun 18 23:56:15 +0000 2018,"As Disney pumps out a diverse array of films, and turns familiar stories into box office gold, CEO Bob Iger is borr… https://t.co/J3pJ7jBSnL",0.0,0.0,1.0,0.0,53
@CNN,Mon Jun 18 23:51:04 +0000 2018,"The Pentagon says it has ""suspended all planning"" as expected for August joint military exercises with South Korea… https://t.co/Q6rnyyAAOm",-0.4767,0.0,0.853,0.147,54
@CNN,Mon Jun 18 23:40:13 +0000 2018,Donald Trump is as popular as he's ever been (in 1 poll) | Analysis by @CillizzaCNN https://t.co/1YiO7en3kT https://t.co/RzNWHZ9U5g,0.4215,0.157,0.843,0.0,55
@CNN,Mon Jun 18 23:33:32 +0000 2018,"Nigerian celebrities, fashionistas and influencers gathered for a night of drama and elegance at the Ocean's 8 Lago… https://t.co/Fvo4jFNfNF",0.4767,0.162,0.838,0.0,56
@CNN,Mon Jun 18 23:27:47 +0000 2018,"""I'm scared."" Former CIA Director Michael Hayden says he's concerned about what the Trump administration's practice… https://t.co/rAOL6WGk2d",0.0,0.0,1.0,0.0,57
@CNN,Mon Jun 18 23:16:06 +0000 2018,Three reasons to (cautiously) celebrate Supreme Court on gerrymandering | By Joshua A. Douglas via @CNNOpinion… https://t.co/xjFKH7VBf9,0.8074,0.343,0.657,0.0,58
@CNN,Mon Jun 18 23:08:54 +0000 2018,"Rapper XXXTentacion was shot and killed during an apparent robbery in Broward County, Florida, police said… https://t.co/gQM6sZ9CCK",-0.6705,0.0,0.78,0.22,59
@CNN,Mon Jun 18 23:03:53 +0000 2018,Despite the ability of medication-assisted treatment drugs like methadone and buprenorphine to save the lives of pe… https://t.co/AyrSJcNkq0,0.7906,0.348,0.652,0.0,60
@CNN,Mon Jun 18 23:02:34 +0000 2018,"RT @CNNSitRoom: ""It was very clear that these young people are being used as leverage, used as leverage to deter people from coming across…",0.4391,0.112,0.888,0.0,61
@CNN,Mon Jun 18 22:58:08 +0000 2018,Trump's long history of don't blame me-ism | Analysis by CNN's Z. Byron Wolf https://t.co/nVqo8hUjRU https://t.co/G0HOBpDcaG,0.2584,0.127,0.873,0.0,62
@CNN,Mon Jun 18 22:54:57 +0000 2018,Tiffany &amp; Co. is revamping its image to attract a younger crowd. And there are signs that it's working.… https://t.co/mPFKTK7Fho,0.3612,0.122,0.878,0.0,63
@CNN,Mon Jun 18 22:43:03 +0000 2018,"RT @CNNSitRoom: ""The choice is binary: to separate the children or instead within 20 days to let the parents and the children go free into…",0.5106,0.121,0.879,0.0,64
@CNN,Mon Jun 18 22:41:37 +0000 2018,"An officer in Mesa, AZ, fatally shot a man who raised a BB gun at officers, police say.

The news comes as the Mesa… https://t.co/a4zHFjytQ3",-0.765,0.0,0.761,0.239,65
@CNN,Mon Jun 18 22:36:05 +0000 2018,"Children who were separated from their parents at the US border can be heard crying out for ""Mami"" and ""Papa"" in di… https://t.co/crIdrOzhh0",-0.4767,0.0,0.876,0.124,66
@CNN,Mon Jun 18 22:11:22 +0000 2018,Michigan's governor declares a state of emergency in response to devastating floods that ravaged the state's Upper… https://t.co/PTnBozWe7n,-0.7845,0.0,0.685,0.315,67
@CNN,Mon Jun 18 22:01:00 +0000 2018,"All five living first ladies — three Democrats and two Republicans — have criticized the White House's ""zero-tolera… https://t.co/vEhGST1gzQ",-0.3612,0.0,0.865,0.135,68
@CNN,Mon Jun 18 21:44:46 +0000 2018,A bus company employee in Maine told a group of passengers they had to be US citizens in order to ride a bus after… https://t.co/v3ZlF5VwKn,0.0,0.0,1.0,0.0,69
@CNN,Mon Jun 18 21:31:04 +0000 2018,An armed civilian intervened and fatally shot a suspect who police said had shot two people and was attempting an a… https://t.co/O0LcdPTosM,-0.7506,0.0,0.748,0.252,70
